city,model_name,n,r2,rmse,mae,mean_bias,mean_relative_bias,median_abs_relative_bias
Amsterdam,random_forest,454,0.21428663061753805,618.8309840072263,416.98802222795223,5.0161554281219844,0.05610822619642658,0.14126910076636062
