city,model_name,n,r2,rmse,mae,mean_bias,mean_relative_bias,median_abs_relative_bias
London,random_forest,4994,-0.0332942983321296,761.3411218539355,528.2355066758136,-0.1167827123222715,0.038215865830418395,0.12607587998317543
