city,model_name,bias_metric,sample_size,r2,adj_r2,vulnerability_z_coefficient,vulnerability_z_standard_error,vulnerability_z_ci_lower,vulnerability_z_ci_upper,vulnerability_z_p_value,lon_coefficient,lon_standard_error,lon_ci_lower,lon_ci_upper,lon_p_value,lat_coefficient,lat_standard_error,lat_ci_lower,lat_ci_upper,lat_p_value,lon2_coefficient,lon2_standard_error,lon2_ci_lower,lon2_ci_upper,lon2_p_value,lat2_coefficient,lat2_standard_error,lat2_ci_lower,lat2_ci_upper,lat2_p_value,lon_lat_coefficient,lon_lat_standard_error,lon_lat_ci_lower,lon_lat_ci_upper,lon_lat_p_value,status
London,spatial_quadratic,bias_z,4994,0.09896489741179659,0.09788083673092052,0.25995542317098563,0.013989463168350452,0.23252992294770378,0.28738092339426746,1.403551794745339e-74,0.10754292415098224,0.013748527847311409,0.08058976311766317,0.1344960851843013,6.293784806307395e-15,-0.15343029323219487,0.01407505096669096,-0.1810235831808043,-0.12583700328358544,2.3186315797058247e-27,-0.05845099516805152,0.011010915899180787,-0.08003723281115958,-0.03686475752494346,1.1534866401104066e-07,-0.056207245441280855,0.011695743210731871,-0.07913604579461109,-0.03327844508795062,1.5866892714465394e-06,-0.02186713146366795,0.01599344322762765,-0.053221313931705275,0.009487051004369376,0.17160669363679015,ok
