city,model_name,n,r2,rmse,mae,mean_bias,mean_relative_bias,median_abs_relative_bias
Tokyo,random_forest,79104,-0.05404271666645166,380.8319172130444,288.61548113528744,-0.5138789890756027,0.3644326240693081,0.39265277176794167
Amsterdam,random_forest,454,0.21428663061753805,618.8309840072263,416.98802222795223,5.0161554281219844,0.05610822619642658,0.14126910076636062
London,random_forest,4994,-0.0332942983321296,761.3411218539355,528.2355066758136,-0.1167827123222715,0.038215865830418395,0.12607587998317543
