city,model_name,n,r2,rmse,mae,mean_bias,mean_relative_bias,median_abs_relative_bias
Tokyo,random_forest,79104,-0.05404271666645166,380.8319172130444,288.61548113528744,-0.5138789890756027,0.3644326240693081,0.39265277176794167
